typeID,activityID,time
28537,3,315
28537,4,315
28537,5,720
28539,1,900
28539,3,315
28539,4,315
28539,5,720
28541,1,900
28541,3,315
28541,4,315
28541,5,720
28543,1,900
28543,3,315
28543,4,315
28543,5,720
28546,1,2700
28546,3,945
28546,4,945
28546,5,2160
28548,1,900
28548,3,315
28548,4,315
28548,5,720
28551,1,1800
28551,3,630
28551,4,630
28551,5,1440
28553,1,900
28553,3,315
28553,4,315
28553,5,720
28555,1,900
28555,3,315
28555,4,315
28555,5,720
28558,1,900
28558,3,315
28558,4,315
28558,5,720
28560,1,900
28560,3,315
28560,4,315
28560,5,720
28562,1,900
28562,3,315
28562,4,315
28562,5,720
28564,1,900
28564,3,315
28564,4,315
28564,5,720
28566,1,1800
28566,3,630
28566,4,630
28566,5,1440
28577,1,2340
28577,3,819
28577,4,819
28577,5,1872
28579,1,2340
28579,3,819
28579,4,819
28579,5,1872
28584,1,54000
28584,3,18900
28584,4,18900
28584,5,43200
28584,8,1021800
28605,1,18000
28605,3,6300
28605,4,6300
28605,5,14400
28607,1,1500000
28607,3,21000
28607,4,21000
28607,5,1200000
28613,1,300
28613,3,105
28613,4,105
28613,5,240
28647,1,3600
28647,3,1260
28647,4,1260
28647,5,2880
28651,1,300
28651,3,105
28651,4,105
28651,5,240
28653,1,3600
28653,3,1260
28653,4,1260
28653,5,2880
28655,1,3600
28655,3,1260
28655,4,1260
28655,5,2880
28655,8,68100
28660,1,360000
28660,3,126000
28660,4,126000
28660,5,288000
28662,1,360000
28662,3,126000
28662,4,126000
28662,5,288000
28666,1,360000
28666,3,126000
28666,4,126000
28666,5,288000
28671,1,300
28671,3,105
28671,4,105
28671,5,240
28673,1,300
28673,3,105
28673,4,105
28673,5,240
28675,1,300
28675,3,105
28675,4,105
28675,5,240
28677,1,300
28677,3,105
28677,4,105
28677,5,240
28679,1,300
28679,3,105
28679,4,105
28679,5,240
28681,1,300
28681,3,105
28681,4,105
28681,5,240
28683,1,300
28683,3,105
28683,4,105
28683,5,240
28685,1,300
28685,3,105
28685,4,105
28685,5,240
28711,1,360000
28711,3,126000
28711,4,126000
28711,5,288000
28730,1,1800
28730,3,630
28730,4,630
28730,5,1440
28732,1,1800
28732,3,630
28732,4,630
28732,5,1440
28734,1,1800
28734,3,630
28734,4,630
28734,5,1440
28736,1,1800
28736,3,630
28736,4,630
28736,5,1440
28738,1,1800
28738,3,630
28738,4,630
28738,5,1440
28741,1,900
28741,3,315
28741,4,315
28741,5,720
28743,1,900
28743,3,315
28743,4,315
28743,5,720
28745,1,1800
28745,3,630
28745,4,630
28745,5,1440
28747,1,900
28747,3,315
28747,4,315
28747,5,720
28749,1,2100
28749,3,735
28749,4,735
28749,5,1680
28751,1,900
28751,3,315
28751,4,315
28751,5,720
28753,1,2100
28753,3,735
28753,4,735
28753,5,1680
28755,1,2100
28755,3,735
28755,4,735
28755,5,1680
28757,1,3600
28757,3,1260
28757,4,1260
28757,5,2880
28759,1,2700
28759,3,945
28759,4,945
28759,5,2160
28771,1,4500
28771,3,1575
28771,4,1575
28771,5,3600
28773,1,3000
28773,3,1050
28773,4,1050
28773,5,2400
28775,1,1500
28775,3,525
28775,4,525
28775,5,1200
28777,1,900
28777,3,315
28777,4,315
28777,5,720
28779,1,900
28779,3,315
28779,4,315
28779,5,720
28781,1,2700
28781,3,945
28781,4,945
28781,5,2160
28783,1,900
28783,3,315
28783,4,315
28783,5,720
28785,1,900
28785,3,315
28785,4,315
28785,5,720
28787,1,1800
28787,3,630
28787,4,630
28787,5,1440
28789,1,900
28789,3,315
28789,4,315
28789,5,720
28845,1,3600000
28845,3,420000
28845,4,420000
28845,5,2880000
28847,1,3600000
28847,3,420000
28847,4,420000
28847,5,2880000
28849,1,3600000
28849,3,420000
28849,4,420000
28849,5,2880000
28851,1,3600000
28851,3,420000
28851,4,420000
28851,5,2880000
28889,1,900
28889,3,315
28889,4,315
28889,5,720
28891,1,2340
28891,3,819
28891,4,819
28891,5,1872
28893,1,900
28893,3,315
28893,4,315
28893,5,720
28895,1,900
28895,3,315
28895,4,315
28895,5,720
29000,1,300
29000,3,105
29000,4,105
29000,5,240
29002,1,300
29002,3,105
29002,4,105
29002,5,240
29004,1,300
29004,3,105
29004,4,105
29004,5,240
29006,1,300
29006,3,105
29006,4,105
29006,5,240
29008,1,300
29008,3,105
29008,4,105
29008,5,240
29010,1,300
29010,3,105
29010,4,105
29010,5,240
29012,1,300
29012,3,105
29012,4,105
29012,5,240
29014,1,300
29014,3,105
29014,4,105
29014,5,240
29016,1,300
29016,3,105
29016,4,105
29016,5,240
29040,1,1500
29040,3,420
29040,4,420
29040,5,1200
29042,1,750
29042,3,420
29042,4,420
29042,5,600
29044,1,750
29044,3,420
29044,4,420
29044,5,600
29046,1,750
29046,3,420
29046,4,420
29046,5,600
29048,1,750
29048,3,420
29048,4,420
29048,5,600
29050,1,750
29050,3,420
29050,4,420
29050,5,600
29052,1,1500
29052,3,420
29052,4,420
29052,5,1200
29054,1,750
29054,3,420
29054,4,420
29054,5,600
29056,1,750
29056,3,420
29056,4,420
29056,5,600
29058,1,750
29058,3,420
29058,4,420
29058,5,600
29060,1,1500
29060,3,420
29060,4,420
29060,5,1200
29062,1,750
29062,3,420
29062,4,420
29062,5,600
29064,1,750
29064,3,420
29064,4,420
29064,5,600
29066,1,750
29066,3,420
29066,4,420
29066,5,600
29068,1,750
29068,3,420
29068,4,420
29068,5,600
29070,1,750
29070,3,420
29070,4,420
29070,5,600
29072,1,750
29072,3,420
29072,4,420
29072,5,600
29074,1,750
29074,3,420
29074,4,420
29074,5,600
29076,1,750
29076,3,420
29076,4,420
29076,5,600
29078,1,750
29078,3,420
29078,4,420
29078,5,600
29080,1,1500
29080,3,420
29080,4,420
29080,5,1200
29082,1,750
29082,3,420
29082,4,420
29082,5,600
29084,1,750
29084,3,420
29084,4,420
29084,5,600
29086,1,750
29086,3,420
29086,4,420
29086,5,600
29088,1,750
29088,3,420
29088,4,420
29088,5,600
29090,1,750
29090,3,420
29090,4,420
29090,5,600
29092,1,750
29092,3,420
29092,4,420
29092,5,600
29094,1,750
29094,3,420
29094,4,420
29094,5,600
29096,1,750
29096,3,420
29096,4,420
29096,5,600
29098,1,750
29098,3,420
29098,4,420
29098,5,600
29100,1,750
29100,3,420
29100,4,420
29100,5,600
29102,1,750
29102,3,420
29102,4,420
29102,5,600
29104,1,750
29104,3,420
29104,4,420
29104,5,600
29106,1,750
29106,3,420
29106,4,420
29106,5,600
29108,1,750
29108,3,420
29108,4,420
29108,5,600
29110,1,750
29110,3,420
29110,4,420
29110,5,600
29204,1,300
29204,3,105
29204,4,105
29204,5,240
29227,1,480
29227,3,105
29227,4,105
29227,5,384
29249,1,6000
29249,3,2100
29249,4,2100
29249,5,4800
29249,8,63900
29267,1,6000
29267,3,2100
29267,4,2100
29267,5,4800
29329,1,6000
29329,3,2100
29329,4,2100
29329,5,4800
29331,1,6000
29331,3,2100
29331,4,2100
29331,5,4800
29333,1,6000
29333,3,2100
29333,4,2100
29333,5,4800
29335,1,6000
29335,3,2100
29335,4,2100
29335,5,4800
29338,1,12000
29338,3,4200
29338,4,4200
29338,5,9600
29339,1,12000
29339,3,4200
29339,4,4200
29339,5,9600
29341,1,12000
29341,3,4200
29341,4,4200
29341,5,9600
29345,1,12000
29345,3,4200
29345,4,4200
29345,5,9600
29985,1,300000
29985,3,84000
29985,4,84000
29985,5,192000
29987,1,300000
29987,3,84000
29987,4,84000
29987,5,192000
29989,1,300000
29989,3,84000
29989,4,84000
29989,5,192000
29991,1,300000
29991,3,84000
29991,4,84000
29991,5,192000
29993,1,600
29993,3,105
29993,4,105
29993,5,480
29995,1,600
29995,3,105
29995,4,105
29995,5,480
29997,1,600
29997,3,105
29997,4,105
29997,5,480
30003,1,600
30003,3,105
30003,4,105
30003,5,480
30009,1,600
30009,3,105
30009,4,105
30009,5,480
30014,1,300
30014,3,105
30014,4,105
30014,5,240
30029,1,600
30029,3,210
30029,4,210
30029,5,480
30037,1,600
30037,3,210
30037,4,210
30037,5,480
30039,1,600
30039,3,210
30039,4,210
30039,5,480
30041,1,600
30041,3,210
30041,4,210
30041,5,480
30043,1,600
30043,3,210
30043,4,210
30043,5,480
30047,1,600
30047,3,210
30047,4,210
30047,5,480
30049,1,600
30049,3,210
30049,4,210
30049,5,480
30051,1,600
30051,3,210
30051,4,210
30051,5,480
30053,1,600
30053,3,210
30053,4,210
30053,5,480
30057,1,600
30057,3,210
30057,4,210
30057,5,480
30059,1,600
30059,3,210
30059,4,210
30059,5,480
30061,1,600
30061,3,210
30061,4,210
30061,5,480
30063,1,600
30063,3,210
30063,4,210
30063,5,480
30067,1,600
30067,3,210
30067,4,210
30067,5,480
30069,1,600
30069,3,210
30069,4,210
30069,5,480
30071,1,600
30071,3,210
30071,4,210
30071,5,480
30073,1,600
30073,3,210
30073,4,210
30073,5,480
30077,1,600
30077,3,210
30077,4,210
30077,5,480
30079,1,600
30079,3,210
30079,4,210
30079,5,480
30081,1,600
30081,3,210
30081,4,210
30081,5,480
30083,1,600
30083,3,210
30083,4,210
30083,5,480
30087,1,600
30087,3,210
30087,4,210
30087,5,480
30089,1,600
30089,3,210
30089,4,210
30089,5,480
30091,1,600
30091,3,210
30091,4,210
30091,5,480
30093,1,600
30093,3,210
30093,4,210
30093,5,480
30097,1,600
30097,3,210
30097,4,210
30097,5,480
30099,1,600
30099,3,210
30099,4,210
30099,5,480
30101,1,600
30101,3,210
30101,4,210
30101,5,480
30103,1,600
30103,3,210
30103,4,210
30103,5,480
30107,1,600
30107,3,210
30107,4,210
30107,5,480
30109,1,600
30109,3,210
30109,4,210
30109,5,480
30111,1,600
30111,3,210
30111,4,210
30111,5,480
30113,1,600
30113,3,210
30113,4,210
30113,5,480
30140,1,600
30140,3,210
30140,4,210
30140,5,480
30142,1,600
30142,3,210
30142,4,210
30142,5,480
30144,1,600
30144,3,210
30144,4,210
30144,5,480
30146,1,600
30146,3,210
30146,4,210
30146,5,480
30150,1,600
30150,3,210
30150,4,210
30150,5,480
30152,1,600
30152,3,210
30152,4,210
30152,5,480
30154,1,600
30154,3,210
30154,4,210
30154,5,480
30156,1,600
30156,3,210
30156,4,210
30156,5,480
30160,1,600
30160,3,210
30160,4,210
30160,5,480
30162,1,600
30162,3,210
30162,4,210
30162,5,480
30164,1,600
30164,3,210
30164,4,210
30164,5,480
30166,1,600
30166,3,210
30166,4,210
30166,5,480
30170,1,600
30170,3,210
30170,4,210
30170,5,480
30172,1,600
30172,3,210
30172,4,210
30172,5,480
30174,1,600
30174,3,210
30174,4,210
30174,5,480
30176,1,600
30176,3,210
30176,4,210
30176,5,480
30187,8,3600
30227,1,600
30227,3,210
30227,4,210
30227,5,480
30228,1,600
30228,3,210
30228,4,210
30228,5,480
30229,1,600
30229,3,210
30229,4,210
30229,5,480
30230,1,600
30230,3,210
30230,4,210
30230,5,480
30232,1,600
30232,3,210
30232,4,210
30232,5,480
30233,1,600
30233,3,210
30233,4,210
30233,5,480
30234,1,600
30234,3,210
30234,4,210
30234,5,480
30235,1,600
30235,3,210
30235,4,210
30235,5,480
30237,1,600
30237,3,210
30237,4,210
30237,5,480
30238,1,600
30238,3,210
30238,4,210
30238,5,480
30239,1,600
30239,3,210
30239,4,210
30239,5,480
30240,1,600
30240,3,210
30240,4,210
30240,5,480
30242,1,600
30242,3,210
30242,4,210
30242,5,480
30243,1,600
30243,3,210
30243,4,210
30243,5,480
30244,1,600
30244,3,210
30244,4,210
30244,5,480
30245,1,600
30245,3,210
30245,4,210
30245,5,480
30329,1,300
30329,3,105
30329,4,105
30329,5,240
30343,1,300
30343,3,105
30343,4,105
30343,5,240
30387,1,72000
30387,3,105
30387,4,105
30387,5,57600
30392,1,600
30392,3,210
30392,4,210
30392,5,480
30393,1,600
30393,3,210
30393,4,210
30393,5,480
30394,1,600
30394,3,210
30394,4,210
30394,5,480
30395,1,600
30395,3,210
30395,4,210
30395,5,480
30397,1,600
30397,3,210
30397,4,210
30397,5,480
30398,1,600
30398,3,210
30398,4,210
30398,5,480
30399,1,600
30399,3,210
30399,4,210
30399,5,480
30400,1,600
30400,3,210
30400,4,210
30400,5,480
30402,1,600
30402,3,210
30402,4,210
30402,5,480
30403,1,600
30403,3,210
30403,4,210
30403,5,480
30404,1,600
30404,3,210
30404,4,210
30404,5,480
30405,1,600
30405,3,210
30405,4,210
30405,5,480
30407,1,600
30407,3,210
30407,4,210
30407,5,480
30408,1,600
30408,3,210
30408,4,210
30408,5,480
30409,1,600
30409,3,210
30409,4,210
30409,5,480
30410,1,600
30410,3,210
30410,4,210
30410,5,480
30421,1,300
30421,3,105
30421,4,105
30421,5,240
30423,1,300
30423,3,105
30423,4,105
30423,5,240
30425,1,300
30425,3,105
30425,4,105
30425,5,240
30465,1,600
30465,3,105
30465,4,105
30465,5,480
30467,1,600
30467,3,105
30467,4,105
30467,5,480
30471,1,600
30471,3,105
30471,4,105
30471,5,480
30475,1,600
30475,3,105
30475,4,105
30475,5,480
30477,1,600
30477,3,105
30477,4,105
30477,5,480
30479,1,600
30479,3,105
30479,4,105
30479,5,480
30558,8,3600
30562,8,3600
30582,8,3600
30586,8,3600
30588,8,3600
30599,8,3600
30600,8,3600
30605,8,3600
30614,8,3600
30615,8,3600
30618,8,3600
30628,8,3600
30632,8,3600
30633,8,3600
30752,8,3600
30753,8,3600
30754,8,3600
30833,1,4680
30833,3,1638
30833,4,1638
30833,5,3744
30835,1,4680
30835,3,1638
30835,4,1638
30835,5,3744
30837,1,7020
30837,3,2457
30837,4,2457
30837,5,5616
30840,1,300
30840,3,105
30840,4,105
30840,5,240
30843,1,6000
30843,3,2100
30843,4,2100
30843,5,4800
30988,1,1500
30988,3,525
30988,4,525
30988,5,1200
30988,8,7200
30994,1,6000
30994,3,2100
30994,4,2100
30994,5,4800
30994,8,30900
30998,1,1500
30998,3,525
30998,4,525
30998,5,1200
30998,8,7200
31000,1,3000
31000,3,1050
31000,4,1050
31000,5,2400
31000,8,15600
31002,1,6000
31002,3,2100
31002,4,2100
31002,5,4800
31002,8,30900
31004,1,15000
31004,3,5250
31004,4,5250
31004,5,12000
31006,1,30000
31006,3,10500
31006,4,10500
31006,5,24000
31008,1,60000
31008,3,21000
31008,4,21000
31008,5,48000
31010,1,1500
31010,3,525
31010,4,525
31010,5,1200
31010,8,7200
31012,1,3000
31012,3,1050
31012,4,1050
31012,5,2400
31012,8,15600
31014,1,6000
31014,3,2100
31014,4,2100
31014,5,4800
31014,8,30900
31016,1,15000
31016,3,5250
31016,4,5250
31016,5,12000
31018,1,30000
31018,3,10500
31018,4,10500
31018,5,24000
31020,1,60000
31020,3,21000
31020,4,21000
31020,5,48000
31022,1,1500
31022,3,525
31022,4,525
31022,5,1200
31022,8,7200
31024,1,3000
31024,3,1050
31024,4,1050
31024,5,2400
31024,8,15600
31026,1,6000
31026,3,2100
31026,4,2100
31026,5,4800
31026,8,30900
31028,1,15000
31028,3,5250
31028,4,5250
31028,5,12000
31030,1,30000
31030,3,10500
31030,4,10500
31030,5,24000
31032,1,60000
31032,3,21000
31032,4,21000
31032,5,48000
31034,1,1500
31034,3,525
31034,4,525
31034,5,1200
31034,8,7200
31036,1,3000
31036,3,1050
31036,4,1050
31036,5,2400
31036,8,15600
31038,1,6000
31038,3,2100
31038,4,2100
31038,5,4800
31038,8,30900
31040,1,15000
31040,3,5250
31040,4,5250
31040,5,12000
31042,1,30000
31042,3,10500
31042,4,10500
31042,5,24000
31044,1,60000
31044,3,21000
31044,4,21000
31044,5,48000
31046,1,1500
31046,3,525
31046,4,525
31046,5,1200
31046,8,7200
31048,1,3000
31048,3,1050
31048,4,1050
31048,5,2400
31048,8,15600
31050,1,60000
31050,3,21000
31050,4,21000
31050,5,48000
31052,1,15000
31052,3,5250
31052,4,5250
31052,5,12000
31054,1,30000
31054,3,10500
31054,4,10500
31054,5,24000
31056,1,3000
31056,3,1050
31056,4,1050
31056,5,2400
31056,8,15600
31058,1,15000
31058,3,5250
31058,4,5250
31058,5,12000
31060,1,30000
31060,3,10500
31060,4,10500
31060,5,24000
31062,1,60000
31062,3,21000
31062,4,21000
31062,5,48000
31064,1,1500
31064,3,525
31064,4,525
31064,5,1200
31064,8,7200
31066,1,3000
31066,3,1050
31066,4,1050
31066,5,2400
31066,8,15600
31068,1,6000
31068,3,2100
31068,4,2100
31068,5,4800
31068,8,30900
31070,1,15000
31070,3,5250
31070,4,5250
31070,5,12000
31072,1,30000
31072,3,10500
31072,4,10500
31072,5,24000
31074,1,3000
31074,3,1050
31074,4,1050
31074,5,2400
31074,8,15600
31076,1,6000
31076,3,2100
31076,4,2100
31076,5,4800
31076,8,30900
31078,1,15000
31078,3,5250
31078,4,5250
31078,5,12000
31080,1,30000
31080,3,10500
31080,4,10500
31080,5,24000
31082,1,60000
31082,3,21000
31082,4,21000
31082,5,48000
31084,1,1500
31084,3,525
31084,4,525
31084,5,1200
31084,8,7200
31086,1,3000
31086,3,1050
31086,4,1050
31086,5,2400
31086,8,15600
31088,1,6000
31088,3,2100
31088,4,2100
31088,5,4800
31088,8,30900
31090,1,15000
31090,3,5250
31090,4,5250
31090,5,12000
31092,1,30000
31092,3,10500
31092,4,10500
31092,5,24000
31094,1,60000
31094,3,21000
31094,4,21000
31094,5,48000
31106,1,1500
31106,3,525
31106,4,525
31106,5,1200
31106,8,7200
31108,1,3000
31108,3,1050
31108,4,1050
31108,5,2400
31108,8,15600
31110,1,6000
31110,3,2100
31110,4,2100
31110,5,4800
31110,8,30900
31112,1,15000
31112,3,5250
31112,4,5250
31112,5,12000
31114,1,30000
31114,3,10500
31114,4,10500
31114,5,24000
31116,1,60000
31116,3,21000
31116,4,21000
31116,5,48000
31118,1,1500
31118,3,525
31118,4,525
31118,5,1200
31118,8,7200
31120,1,3000
31120,3,1050
31120,4,1050
31120,5,2400
31120,8,15600
31122,1,6000
31122,3,2100
31122,4,2100
31122,5,4800
31122,8,30900
31124,1,15000
31124,3,5250
31124,4,5250
31124,5,12000
31126,1,30000
31126,3,10500
31126,4,10500
31126,5,24000
31128,1,60000
31128,3,21000
31128,4,21000
31128,5,48000
31130,1,1500
31130,3,525
31130,4,525
31130,5,1200
31130,8,7200
31132,1,3000
31132,3,1050
31132,4,1050
31132,5,2400
31132,8,15600
31134,1,6000
31134,3,2100
31134,4,2100
31134,5,4800
31134,8,30900
31136,1,15000
31136,3,5250
31136,4,5250
31136,5,12000
31138,1,30000
31138,3,10500
31138,4,10500
31138,5,24000
31140,1,60000
31140,3,21000
31140,4,21000
31140,5,48000
31142,1,1500
31142,3,525
31142,4,525
31142,5,1200
31142,8,7200
31144,1,3000
31144,3,1050
31144,4,1050
31144,5,2400
31144,8,15600
31146,1,6000
31146,3,2100
31146,4,2100
31146,5,4800
31146,8,30900
31148,1,15000
31148,3,5250
31148,4,5250
31148,5,12000
31150,1,30000
31150,3,10500
31150,4,10500
31150,5,24000
31152,1,60000
31152,3,21000
31152,4,21000
31152,5,48000
31154,1,1500
31154,3,525
31154,4,525
31154,5,1200
31154,8,7200
31156,1,3000
31156,3,1050
31156,4,1050
31156,5,2400
31156,8,15600
31158,1,6000
31158,3,2100
31158,4,2100
31158,5,4800
31158,8,30900
31160,1,1500
31160,3,525
31160,4,525
31160,5,1200
31160,8,7200
31162,1,3000
31162,3,1050
31162,4,1050
31162,5,2400
31162,8,15600
31164,1,6000
31164,3,2100
31164,4,2100
31164,5,4800
31164,8,30900
31166,1,15000
31166,3,5250
31166,4,5250
31166,5,12000
31168,1,30000
31168,3,10500
31168,4,10500
31168,5,24000
31170,1,60000
31170,3,21000
31170,4,21000
31170,5,48000
31172,1,15000
31172,3,5250
31172,4,5250
31172,5,12000
31174,1,30000
31174,3,10500
31174,4,10500
31174,5,24000
31176,1,60000
31176,3,21000
31176,4,21000
31176,5,48000
31178,1,1500
31178,3,525
31178,4,525
31178,5,1200
31178,8,7200
31180,1,3000
31180,3,1050
31180,4,1050
31180,5,2400
31180,8,15600
31182,1,6000
31182,3,2100
31182,4,2100
31182,5,4800
31182,8,30900
31184,1,15000
31184,3,5250
31184,4,5250
31184,5,12000
31186,1,30000
31186,3,10500
31186,4,10500
31186,5,24000
31188,1,60000
31188,3,21000
31188,4,21000
31188,5,48000
31190,1,1500
31190,3,525
31190,4,525
31190,5,1200
31190,8,7200
31192,1,3000
31192,3,1050
31192,4,1050
31192,5,2400
31192,8,15600
31194,1,6000
31194,3,2100
31194,4,2100
31194,5,4800
31194,8,30900
31196,1,15000
31196,3,5250
31196,4,5250
31196,5,12000
31198,1,30000
31198,3,10500
31198,4,10500
31198,5,24000
31200,1,60000
31200,3,21000
31200,4,21000
31200,5,48000
31202,1,1500
31202,3,525
31202,4,525
31202,5,1200
31202,8,7200
31204,1,3000
31204,3,1050
31204,4,1050
31204,5,2400
31204,8,15600
31206,1,6000
31206,3,2100
31206,4,2100
31206,5,4800
31206,8,30900
31208,1,15000
31208,3,5250
31208,4,5250
31208,5,12000
31210,1,30000
31210,3,10500
31210,4,10500
31210,5,24000
31212,1,60000
31212,3,21000
31212,4,21000
31212,5,48000
31214,1,1500
31214,3,525
31214,4,525
31214,5,1200
31214,8,7200
31216,1,3000
31216,3,1050
31216,4,1050
31216,5,2400
31216,8,15600
31218,1,6000
31218,3,2100
31218,4,2100
31218,5,4800
31218,8,30900
31221,1,15000
31221,3,5250
31221,4,5250
31221,5,12000
31223,1,30000
31223,3,10500
31223,4,10500
31223,5,24000
31225,1,60000
31225,3,21000
31225,4,21000
31225,5,48000
31227,1,1500
31227,3,525
31227,4,525
31227,5,1200
31227,8,7200
31229,1,3000
31229,3,1050
31229,4,1050
31229,5,2400
31229,8,15600
31231,1,6000
31231,3,2100
31231,4,2100
31231,5,4800
31231,8,30900
31233,1,15000
31233,3,5250
31233,4,5250
31233,5,12000
31235,1,30000
31235,3,10500
31235,4,10500
31235,5,24000
31237,1,60000
31237,3,21000
31237,4,21000
31237,5,48000
31239,1,1500
31239,3,525
31239,4,525
31239,5,1200
31239,8,7200
31241,1,3000
31241,3,1050
31241,4,1050
31241,5,2400
31241,8,15600
31243,1,6000
31243,3,2100
31243,4,2100
31243,5,4800
31243,8,30900
31245,1,15000
31245,3,5250
31245,4,5250
31245,5,12000
31247,1,30000
31247,3,10500
31247,4,10500
31247,5,24000
31249,1,60000
31249,3,21000
31249,4,21000
31249,5,48000
31251,1,1500
31251,3,525
31251,4,525
31251,5,1200
31251,8,7200
31253,1,3000
31253,3,1050
31253,4,1050
31253,5,2400
31253,8,15600
31255,1,6000
31255,3,2100
31255,4,2100
31255,5,4800
31255,8,30900
31257,1,15000
31257,3,5250
31257,4,5250
31257,5,12000
31259,1,30000
31259,3,10500
31259,4,10500
31259,5,24000
31261,1,60000
31261,3,21000
31261,4,21000
31261,5,48000
31263,1,1500
31263,3,525
31263,4,525
31263,5,1200
31263,8,7200
31265,1,3000
31265,3,1050
31265,4,1050
31265,5,2400
31265,8,15600
31267,1,6000
31267,3,2100
31267,4,2100
31267,5,4800
31267,8,30900
31269,1,15000
31269,3,5250
31269,4,5250
31269,5,12000
31271,1,30000
31271,3,10500
31271,4,10500
31271,5,24000
31273,1,60000
31273,3,21000
31273,4,21000
31273,5,48000
31275,1,1500
31275,3,525
31275,4,525
31275,5,1200
31275,8,7200
31277,1,3000
31277,3,1050
31277,4,1050
31277,5,2400
31277,8,15600
31279,1,6000
31279,3,2100
31279,4,2100
31279,5,4800
31279,8,30900
31281,1,15000
31281,3,5250
31281,4,5250
31281,5,12000
31283,1,30000
31283,3,10500
31283,4,10500
31283,5,24000
31285,1,60000
31285,3,21000
31285,4,21000
31285,5,48000
31287,1,1500
31287,3,525
31287,4,525
31287,5,1200
31287,8,7200
31289,1,3000
31289,3,1050
31289,4,1050
31289,5,2400
31289,8,15600
31291,1,6000
31291,3,2100
31291,4,2100
31291,5,4800
31291,8,30900
31293,1,15000
31293,3,5250
31293,4,5250
31293,5,12000
31295,1,30000
31295,3,10500
31295,4,10500
31295,5,24000
31297,1,60000
31297,3,21000
31297,4,21000
31297,5,48000
31299,1,1500
31299,3,525
31299,4,525
31299,5,1200
31299,8,7200
31301,1,3000
31301,3,1050
31301,4,1050
31301,5,2400
31301,8,15600
31303,1,6000
31303,3,2100
31303,4,2100
31303,5,4800
31303,8,30900
31305,1,15000
31305,3,5250
31305,4,5250
31305,5,12000
31307,1,30000
31307,3,10500
31307,4,10500
31307,5,24000
31309,1,60000
31309,3,21000
31309,4,21000
31309,5,48000
31311,1,1500
31311,3,525
31311,4,525
31311,5,1200
31311,8,7200
31313,1,3000
31313,3,1050
31313,4,1050
31313,5,2400
31313,8,15600
31315,1,6000
31315,3,2100
31315,4,2100
31315,5,4800
31315,8,30900
31317,1,15000
31317,3,5250
31317,4,5250
31317,5,12000
31319,1,30000
31319,3,10500
31319,4,10500
31319,5,24000
31321,1,60000
31321,3,21000
31321,4,21000
31321,5,48000
31323,1,1500
31323,3,525
31323,4,525
31323,5,1200
31323,8,7200
31325,1,3000
31325,3,1050
31325,4,1050
31325,5,2400
31325,8,15600
31327,1,6000
31327,3,2100
31327,4,2100
31327,5,4800
31327,8,30900
31329,1,15000
31329,3,5250
31329,4,5250
31329,5,12000
31331,1,30000
31331,3,10500
31331,4,10500
31331,5,24000
31333,1,60000
31333,3,21000
31333,4,21000
31333,5,48000
31335,1,1500
31335,3,525
31335,4,525
31335,5,1200
31335,8,7200
31337,1,3000
31337,3,1050
31337,4,1050
31337,5,2400
31337,8,15600
31339,1,6000
31339,3,2100
31339,4,2100
31339,5,4800
31339,8,30900
31341,1,15000
31341,3,5250
31341,4,5250
31341,5,12000
31343,1,30000
31343,3,10500
31343,4,10500
31343,5,24000
31345,1,60000
31345,3,21000
31345,4,21000
31345,5,48000
31347,1,1500
31347,3,525
31347,4,525
31347,5,1200
31347,8,7200
31349,1,3000
31349,3,1050
31349,4,1050
31349,5,2400
31349,8,15600
31351,1,6000
31351,3,2100
31351,4,2100
31351,5,4800
31351,8,30900
31353,1,15000
31353,3,5250
31353,4,5250
31353,5,12000
31355,1,30000
31355,3,10500
31355,4,10500
31355,5,24000
31357,1,60000
31357,3,21000
31357,4,21000
31357,5,48000
31359,1,1500
31359,3,525
31359,4,525
31359,5,1200
31359,8,7200
31361,1,3000
31361,3,1050
31361,4,1050
31361,5,2400
31361,8,15600
31363,1,6000
31363,3,2100
31363,4,2100
31363,5,4800
31363,8,30900
31365,1,15000
31365,3,5250
31365,4,5250
31365,5,12000
31367,1,30000
31367,3,10500
31367,4,10500
31367,5,24000
31369,1,60000
31369,3,21000
31369,4,21000
31369,5,48000
31371,1,1500
31371,3,525
31371,4,525
31371,5,1200
31371,8,7200
31373,1,3000
31373,3,1050
31373,4,1050
31373,5,2400
31373,8,15600
31375,1,6000
31375,3,2100
31375,4,2100
31375,5,4800
31375,8,30900
31377,1,15000
31377,3,5250
31377,4,5250
31377,5,12000
31379,1,30000
31379,3,10500
31379,4,10500
31379,5,24000
31381,1,60000
31381,3,21000
31381,4,21000
31381,5,48000
31383,1,1500
31383,3,525
31383,4,525
31383,5,1200
31383,8,7200
31385,1,3000
31385,3,1050
31385,4,1050
31385,5,2400
31385,8,15600
31387,1,6000
31387,3,2100
31387,4,2100
31387,5,4800
31387,8,30900
31389,1,15000
31389,3,5250
31389,4,5250
31389,5,12000
31391,1,30000
31391,3,10500
31391,4,10500
31391,5,24000
31393,1,60000
31393,3,21000
31393,4,21000
31393,5,48000
31395,1,1500
31395,3,525
31395,4,525
31395,5,1200
31395,8,7200
31397,1,3000
31397,3,1050
31397,4,1050
31397,5,2400
31397,8,15600
31399,1,6000
31399,3,2100
31399,4,2100
31399,5,4800
31399,8,30900
31401,1,15000
